id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_quitte_l_entreprise_norm,present_in_eval,present_in_sondage
437,27,m,4478,célibataire,commercial,cadre commercial,1,80,5,5,4,4,3,2,3,1,3,E_437,3,oui,11 %,non,0,3,1,2,3,infra & cloud,y,occasionnel,0,4,0,True,True
438,31,m,7547,divorcé(e),commercial,cadre commercial,4,80,13,7,7,4,3,2,4,4,3,E_438,3,non,12 %,non,3,3,1,7,3,marketing,y,occasionnel,1,7,0,True,True
439,32,f,5055,célibataire,consulting,assistant de direction,7,80,10,7,7,1,4,2,4,3,2,E_439,3,non,16 %,non,0,0,1,2,4,transformation digitale,y,occasionnel,0,7,0,True,True
440,28,m,3464,marié(e),consulting,assistant de direction,5,80,5,3,2,1,1,1,4,4,2,E_440,3,oui,13 %,oui,0,4,1,2,4,transformation digitale,y,occasionnel,2,2,1,True,True
441,30,f,5775,marié(e),consulting,assistant de direction,1,80,11,10,8,4,3,2,4,4,3,E_441,3,non,13 %,non,2,2,1,28,2,transformation digitale,y,occasionnel,1,9,0,True,True
442,31,f,8943,marié(e),consulting,tech lead,1,80,10,10,9,3,2,3,3,1,3,E_442,4,non,24 %,non,1,2,1,7,2,infra & cloud,y,frequent,8,9,0,True,True
444,39,m,19272,marié(e),consulting,senior manager,1,80,21,21,9,3,2,5,4,1,3,E_444,3,non,15 %,non,1,2,1,7,2,transformation digitale,y,frequent,13,3,0,True,True
445,39,f,5238,marié(e),commercial,cadre commercial,4,80,12,1,0,4,3,2,3,1,2,E_445,3,oui,18 %,oui,0,3,1,3,2,transformation digitale,y,occasionnel,0,0,1,True,True
446,33,m,4682,célibataire,commercial,cadre commercial,3,80,9,7,7,2,2,2,4,3,2,E_446,3,non,14 %,non,0,6,1,10,3,marketing,y,frequent,0,1,0,True,True
447,47,m,18300,marié(e),consulting,directeur technique,4,80,21,3,2,4,3,5,3,2,3,E_447,3,non,11 %,non,1,2,1,5,5,infra & cloud,y,occasionnel,1,1,0,True,True
448,43,f,5257,divorcé(e),consulting,consultant,1,80,9,9,7,3,2,2,3,2,4,E_448,3,non,11 %,non,1,3,1,10,4,infra & cloud,y,frequent,0,0,0,True,True
449,27,m,6349,marié(e),commercial,cadre commercial,0,80,6,5,4,3,3,2,2,4,3,E_449,3,oui,13 %,non,1,0,1,1,1,marketing,y,aucun,1,4,0,True,True
450,54,f,4869,célibataire,consulting,assistant de direction,3,80,20,4,3,4,3,2,3,4,2,E_450,3,non,12 %,non,0,4,1,20,4,infra & cloud,y,frequent,0,3,0,True,True
451,43,f,9985,marié(e),consulting,manager,8,80,10,1,0,3,3,3,1,1,2,E_451,3,non,16 %,non,1,1,1,7,3,infra & cloud,y,occasionnel,0,0,0,True,True
452,45,m,3697,marié(e),consulting,assistant de direction,9,80,12,10,9,4,3,2,4,1,3,E_452,3,non,14 %,non,2,3,1,8,4,autre,y,occasionnel,9,8,0,True,True
453,40,m,7457,marié(e),commercial,cadre commercial,2,80,6,4,3,2,1,2,4,3,2,E_453,4,oui,22 %,non,3,2,1,1,2,transformation digitale,y,occasionnel,0,2,0,True,True
454,29,m,2119,marié(e),consulting,consultant,1,80,7,7,7,2,1,1,1,4,2,E_454,3,oui,11 %,oui,0,4,1,8,4,autre,y,occasionnel,0,7,1,True,True
455,29,m,3983,célibataire,consulting,consultant,0,80,4,3,2,2,2,1,4,3,3,E_455,3,non,17 %,non,0,2,1,9,5,autre,y,occasionnel,2,2,0,True,True
456,30,f,6118,divorcé(e),commercial,cadre commercial,1,80,10,10,9,4,2,2,3,3,3,E_456,3,non,13 %,non,3,2,1,5,3,marketing,y,occasionnel,1,2,0,True,True
458,27,f,6214,marié(e),commercial,cadre commercial,1,80,8,8,7,2,3,2,2,1,3,E_458,3,non,18 %,non,1,3,1,8,4,marketing,y,occasionnel,0,7,0,True,True
460,37,m,6347,divorcé(e),consulting,tech lead,7,80,8,6,2,4,3,2,4,3,2,E_460,3,non,16 %,non,2,2,1,5,2,transformation digitale,y,occasionnel,0,4,0,True,True
461,38,m,11510,divorcé(e),consulting,directeur technique,0,80,12,11,10,3,2,3,4,2,3,E_461,3,oui,14 %,non,1,3,1,15,2,infra & cloud,y,occasionnel,2,9,0,True,True
462,31,f,7143,célibataire,consulting,tech lead,1,80,11,11,9,3,3,3,4,3,2,E_462,3,oui,14 %,non,0,2,1,7,4,transformation digitale,y,occasionnel,4,10,0,True,True
463,29,f,8268,divorcé(e),commercial,cadre commercial,1,80,7,7,7,4,2,2,2,1,3,E_463,3,oui,14 %,non,2,2,1,10,1,marketing,y,occasionnel,1,7,0,True,True
464,35,m,8095,célibataire,consulting,tech lead,0,80,17,16,6,3,3,3,2,4,3,E_464,3,non,13 %,non,0,5,1,5,4,entrepreunariat,y,occasionnel,0,13,0,True,True
465,23,m,2904,divorcé(e),consulting,assistant de direction,1,80,4,4,2,3,3,1,4,3,2,E_465,3,non,12 %,non,2,2,1,26,1,infra & cloud,y,occasionnel,0,2,0,True,True
466,41,m,6032,célibataire,consulting,tech lead,6,80,8,5,4,4,2,2,2,4,3,E_466,3,oui,15 %,non,0,3,1,6,3,transformation digitale,y,occasionnel,1,2,0,True,True
467,47,m,2976,célibataire,commercial,représentant commercial,3,80,5,0,0,2,3,2,3,1,3,E_467,3,non,19 %,non,0,3,1,4,1,transformation digitale,y,frequent,0,0,0,True,True
468,42,f,15992,célibataire,consulting,directeur technique,2,80,16,1,0,1,3,4,4,2,3,E_468,3,non,14 %,non,0,2,1,23,5,infra & cloud,y,occasionnel,0,0,0,True,True
469,29,m,4649,marié(e),commercial,cadre commercial,1,80,4,4,3,4,3,2,3,1,2,E_469,3,non,14 %,non,1,3,1,2,3,infra & cloud,y,aucun,0,2,0,True,True
470,42,m,2696,divorcé(e),ressources humaines,ressources humaines,0,80,4,3,2,3,3,1,3,3,3,E_470,3,oui,11 %,non,1,5,1,2,1,entrepreunariat,y,occasionnel,1,0,0,True,True
471,32,f,2370,marié(e),consulting,consultant,1,80,8,8,0,3,3,1,2,3,3,E_471,3,non,13 %,non,1,4,1,2,3,transformation digitale,y,occasionnel,0,7,0,True,True
473,48,f,12504,marié(e),commercial,senior manager,3,80,15,0,0,1,3,3,3,2,1,E_473,4,non,21 %,non,1,3,1,29,1,transformation digitale,y,occasionnel,0,0,0,True,True
474,37,m,5974,divorcé(e),consulting,assistant de direction,4,80,13,7,7,3,4,2,1,1,3,E_474,3,oui,13 %,non,2,2,1,6,3,transformation digitale,y,occasionnel,6,7,0,True,True
475,30,f,4736,marié(e),commercial,cadre commercial,7,80,4,2,2,4,3,2,3,2,4,E_475,3,oui,12 %,non,1,2,1,25,2,entrepreunariat,y,aucun,2,2,0,True,True
476,26,m,5296,marié(e),commercial,cadre commercial,1,80,8,8,7,3,3,2,3,2,3,E_476,3,non,17 %,non,1,3,1,1,3,infra & cloud,y,occasionnel,7,7,0,True,True
477,42,m,6781,célibataire,consulting,manager,3,80,14,1,0,1,2,2,4,2,3,E_477,4,non,23 %,non,0,6,1,2,4,autre,y,occasionnel,0,0,0,True,True
478,21,f,2174,célibataire,commercial,représentant commercial,1,80,3,3,2,1,2,1,2,3,3,E_478,3,oui,11 %,oui,0,3,1,1,1,entrepreunariat,y,frequent,1,2,1,True,True
479,36,f,6653,célibataire,commercial,cadre commercial,4,80,7,1,0,4,3,2,4,2,3,E_479,3,non,15 %,non,0,6,1,1,5,transformation digitale,y,aucun,0,0,0,True,True
481,36,m,9699,marié(e),commercial,cadre commercial,4,80,16,13,9,1,2,3,4,1,3,E_481,3,non,11 %,non,1,2,1,3,4,transformation digitale,y,frequent,1,12,0,True,True
482,57,m,6755,marié(e),consulting,manager,2,80,15,3,2,4,3,2,3,3,3,E_482,3,non,11 %,non,0,2,1,1,4,transformation digitale,y,occasionnel,1,2,0,True,True
483,40,f,2213,marié(e),consulting,consultant,3,80,10,7,7,4,4,1,3,3,3,E_483,3,oui,13 %,non,1,3,1,10,4,infra & cloud,y,occasionnel,1,7,0,True,True
484,21,m,2610,célibataire,commercial,représentant commercial,1,80,3,3,2,1,3,1,4,3,2,E_484,4,non,24 %,non,0,3,1,9,2,transformation digitale,y,aucun,2,2,0,True,True
485,33,f,2851,célibataire,commercial,représentant commercial,1,80,1,1,0,4,3,1,3,2,3,E_485,3,oui,13 %,oui,0,2,1,5,3,marketing,y,occasionnel,0,0,1,True,True
486,37,f,3452,marié(e),consulting,consultant,6,80,17,5,4,3,3,1,1,2,3,E_486,4,non,20 %,non,1,3,1,10,3,transformation digitale,y,occasionnel,0,3,0,True,True
487,46,f,5258,marié(e),consulting,tech lead,2,80,7,1,0,3,3,2,3,3,4,E_487,3,non,14 %,non,0,2,1,7,4,transformation digitale,y,aucun,0,0,0,True,True
488,41,m,9355,célibataire,commercial,cadre commercial,1,80,8,8,7,1,3,2,2,3,3,E_488,3,non,18 %,oui,0,5,1,4,3,marketing,y,frequent,7,7,1,True,True
491,50,m,10496,célibataire,consulting,manager,6,80,20,4,3,4,2,3,4,4,3,E_491,3,non,15 %,non,0,2,1,10,3,entrepreunariat,y,occasionnel,1,3,0,True,True
492,40,m,6380,marié(e),commercial,cadre commercial,2,80,8,6,4,3,2,2,3,1,3,E_492,3,oui,12 %,oui,2,6,1,22,2,marketing,y,occasionnel,1,0,1,True,True
493,31,m,2657,célibataire,consulting,assistant de direction,0,80,3,2,2,3,2,1,2,4,3,E_493,3,oui,16 %,non,0,5,1,9,4,infra & cloud,y,occasionnel,2,2,0,True,True
494,21,f,2716,célibataire,commercial,représentant commercial,1,80,1,1,0,3,4,1,2,4,3,E_494,3,non,15 %,oui,0,0,1,12,3,infra & cloud,y,occasionnel,0,0,1,True,True
495,29,m,2201,célibataire,consulting,assistant de direction,9,80,6,3,2,4,3,1,4,4,3,E_495,3,non,16 %,non,0,4,1,23,3,infra & cloud,y,occasionnel,1,2,0,True,True
496,35,m,6540,célibataire,consulting,manager,9,80,10,1,1,3,2,2,2,3,3,E_496,3,non,19 %,non,0,5,1,9,4,infra & cloud,y,occasionnel,0,0,0,True,True
497,27,m,3816,divorcé(e),consulting,consultant,1,80,5,5,2,4,3,1,2,2,3,E_497,3,non,11 %,non,1,2,1,1,2,transformation digitale,y,occasionnel,0,4,0,True,True
498,28,m,5253,célibataire,commercial,cadre commercial,1,80,7,7,5,2,3,2,4,4,3,E_498,3,non,16 %,non,0,1,1,9,4,infra & cloud,y,occasionnel,0,7,0,True,True
499,49,m,10965,célibataire,consulting,manager,8,80,26,5,2,2,2,3,3,3,3,E_499,4,non,24 %,non,0,2,1,7,3,autre,y,occasionnel,0,0,0,True,True
500,51,f,4936,marié(e),commercial,cadre commercial,4,80,18,7,7,3,3,2,4,3,2,E_500,3,non,11 %,non,1,2,1,14,2,infra & cloud,y,occasionnel,0,7,0,True,True
501,36,f,2543,marié(e),consulting,assistant de direction,4,80,6,2,2,4,3,1,3,2,3,E_501,3,non,13 %,non,1,3,1,2,3,infra & cloud,y,occasionnel,2,2,0,True,True
502,34,m,5304,célibataire,commercial,cadre commercial,8,80,9,5,2,1,4,2,4,2,2,E_502,3,oui,13 %,oui,0,3,1,19,3,marketing,y,aucun,0,4,1,True,True
505,55,f,16659,célibataire,consulting,senior manager,2,80,30,5,4,3,3,4,4,3,3,E_505,3,oui,13 %,non,0,2,1,2,3,infra & cloud,y,occasionnel,1,2,0,True,True
507,24,f,4260,divorcé(e),commercial,cadre commercial,1,80,5,5,2,4,3,2,3,4,4,E_507,3,oui,12 %,non,1,2,1,10,4,marketing,y,occasionnel,0,3,0,True,True
508,30,m,2476,marié(e),commercial,représentant commercial,1,80,1,1,0,3,3,1,2,1,3,E_508,3,non,18 %,non,1,3,1,2,1,entrepreunariat,y,occasionnel,0,0,0,True,True
510,26,m,3102,célibataire,consulting,assistant de direction,0,80,7,6,4,3,3,1,1,3,3,E_510,4,non,22 %,oui,0,2,1,3,1,entrepreunariat,y,frequent,0,4,1,True,True
511,22,f,2244,marié(e),consulting,assistant de direction,1,80,2,2,1,1,3,1,2,4,3,E_511,3,non,13 %,non,1,1,1,11,3,transformation digitale,y,occasionnel,1,2,0,True,True
513,36,m,7596,marié(e),commercial,cadre commercial,1,80,10,10,9,2,2,3,3,2,3,E_513,3,non,13 %,non,2,2,1,2,2,transformation digitale,y,occasionnel,9,0,0,True,True
514,30,m,2285,célibataire,consulting,assistant de direction,9,80,3,1,0,3,3,1,4,3,3,E_514,4,oui,23 %,oui,0,4,1,4,3,entrepreunariat,y,frequent,0,0,1,True,True
515,37,f,3034,divorcé(e),consulting,consultant,1,80,18,18,7,4,3,1,1,3,2,E_515,3,non,12 %,non,1,2,1,14,3,infra & cloud,y,occasionnel,12,17,0,True,True
516,40,f,5715,divorcé(e),commercial,cadre commercial,7,80,8,5,4,4,3,2,2,3,3,E_516,3,non,12 %,non,2,5,1,2,2,marketing,y,occasionnel,1,3,0,True,True
517,42,f,2576,divorcé(e),consulting,consultant,3,80,8,5,2,2,3,1,1,2,3,E_517,3,non,16 %,non,1,5,1,1,4,infra & cloud,y,occasionnel,1,2,0,True,True
518,37,m,4197,célibataire,consulting,tech lead,2,80,18,1,0,3,3,2,2,4,2,E_518,3,oui,12 %,non,0,2,1,10,4,infra & cloud,y,occasionnel,0,1,0,True,True
520,43,m,14336,divorcé(e),consulting,directeur technique,1,80,25,25,10,1,2,4,2,3,3,E_520,3,non,11 %,non,1,3,1,12,3,infra & cloud,y,occasionnel,3,9,0,True,True
521,40,f,3448,marié(e),consulting,consultant,6,80,20,1,0,2,2,2,3,2,3,E_521,4,non,22 %,non,1,3,1,2,3,transformation digitale,y,occasionnel,0,0,0,True,True
522,54,m,19406,marié(e),consulting,directeur technique,4,80,24,4,2,1,3,5,1,3,2,E_522,3,non,11 %,non,1,4,1,5,2,transformation digitale,y,occasionnel,1,2,0,True,True
523,34,f,6538,marié(e),commercial,cadre commercial,9,80,6,3,2,3,3,2,3,1,3,E_523,3,non,15 %,non,1,3,1,4,4,marketing,y,aucun,1,2,0,True,True
524,31,f,4306,marié(e),consulting,tech lead,1,80,13,13,10,2,3,2,1,2,1,E_524,3,non,12 %,non,1,5,1,7,2,transformation digitale,y,occasionnel,3,12,0,True,True
525,43,m,2258,marié(e),consulting,consultant,7,80,8,3,2,4,3,1,4,1,3,E_525,4,non,20 %,non,1,1,1,21,3,transformation digitale,y,frequent,1,2,0,True,True
526,43,f,4522,divorcé(e),consulting,manager,4,80,8,5,2,3,3,2,3,4,3,E_526,3,oui,14 %,non,0,3,1,8,4,autre,y,occasionnel,0,2,0,True,True
527,25,f,4487,célibataire,commercial,cadre commercial,1,80,5,5,4,2,2,2,4,2,3,E_527,3,oui,11 %,non,0,3,1,4,2,infra & cloud,y,occasionnel,1,3,0,True,True
529,37,f,4449,marié(e),consulting,assistant de direction,3,80,15,13,11,2,3,2,3,1,3,E_529,3,oui,15 %,non,2,2,1,25,5,transformation digitale,y,aucun,10,7,0,True,True
530,31,m,2218,marié(e),consulting,consultant,1,80,4,4,2,4,2,1,1,3,3,E_530,3,non,12 %,non,1,3,1,1,2,infra & cloud,y,occasionnel,3,2,0,True,True
531,39,m,19197,divorcé(e),consulting,senior manager,1,80,21,21,8,2,3,5,3,3,3,E_531,3,oui,14 %,non,1,3,1,1,1,infra & cloud,y,frequent,1,6,0,True,True
532,56,f,13212,marié(e),commercial,cadre commercial,9,80,36,7,7,3,4,4,1,4,2,E_532,3,non,11 %,non,3,0,1,6,3,infra & cloud,y,frequent,7,7,0,True,True
533,30,f,6577,célibataire,commercial,cadre commercial,0,80,6,5,4,2,3,2,3,2,3,E_533,3,non,11 %,non,0,6,1,12,3,entrepreunariat,y,occasionnel,4,4,0,True,True
534,41,m,8392,marié(e),commercial,cadre commercial,1,80,10,10,7,2,4,3,1,3,3,E_534,3,non,16 %,non,1,2,1,1,3,marketing,y,occasionnel,0,7,0,True,True
536,28,m,4558,divorcé(e),consulting,consultant,1,80,10,10,0,3,3,2,1,4,3,E_536,3,non,12 %,non,1,2,1,17,2,transformation digitale,y,occasionnel,1,8,0,True,True
538,25,m,4031,marié(e),consulting,consultant,5,80,6,2,2,1,3,1,1,3,3,E_538,3,non,13 %,oui,1,5,1,3,3,transformation digitale,y,occasionnel,0,2,1,True,True
543,52,m,7969,marié(e),consulting,tech lead,2,80,28,5,4,4,2,3,3,3,3,E_543,3,oui,14 %,non,0,4,1,3,3,transformation digitale,y,occasionnel,0,4,0,True,True
544,45,m,2654,marié(e),consulting,assistant de direction,3,80,8,2,2,1,3,1,4,4,2,E_544,4,non,21 %,non,2,3,1,10,2,infra & cloud,y,occasionnel,0,2,0,True,True
546,52,f,16555,marié(e),consulting,senior manager,2,80,31,5,2,4,3,4,4,4,1,E_546,3,non,13 %,non,0,2,1,4,2,infra & cloud,y,occasionnel,1,4,0,True,True
547,42,f,4556,divorcé(e),consulting,assistant de direction,2,80,19,5,4,1,3,2,3,2,3,E_547,3,non,11 %,non,1,3,1,29,2,infra & cloud,y,frequent,0,2,0,True,True
548,30,f,6091,célibataire,consulting,tech lead,2,80,11,5,4,3,1,2,4,3,3,E_548,4,non,20 %,non,0,2,1,2,3,infra & cloud,y,occasionnel,0,2,0,True,True
549,60,f,19566,marié(e),consulting,senior manager,5,80,33,29,8,1,3,5,1,4,1,E_549,3,non,11 %,non,0,5,1,7,3,infra & cloud,y,occasionnel,11,10,0,True,True
550,46,f,4810,divorcé(e),consulting,tech lead,2,80,19,10,7,3,3,2,3,3,2,E_550,3,non,14 %,non,1,5,1,18,3,transformation digitale,y,occasionnel,0,8,0,True,True
551,42,f,4523,marié(e),consulting,manager,0,80,7,6,5,4,2,2,4,4,4,E_551,3,non,11 %,non,3,4,1,28,4,entrepreunariat,y,frequent,0,4,0,True,True
554,24,f,3202,célibataire,commercial,représentant commercial,1,80,6,5,3,1,3,1,2,2,3,E_554,3,oui,16 %,oui,0,4,1,1,1,entrepreunariat,y,occasionnel,1,4,1,True,True
555,34,f,2351,divorcé(e),commercial,représentant commercial,0,80,3,2,2,4,1,1,3,4,2,E_555,3,non,16 %,oui,1,3,1,6,2,marketing,y,frequent,1,0,1,True,True
556,38,m,1702,marié(e),consulting,consultant,1,80,1,1,0,4,3,1,4,3,3,E_556,4,oui,23 %,non,1,3,1,2,2,infra & cloud,y,frequent,0,0,0,True,True
558,40,f,18041,marié(e),commercial,senior manager,0,80,21,20,15,3,3,5,3,4,3,E_558,3,non,14 %,non,0,2,1,2,4,infra & cloud,y,occasionnel,1,12,0,True,True
560,26,f,2886,divorcé(e),consulting,assistant de direction,1,80,3,3,2,1,3,1,4,2,1,E_560,4,non,22 %,non,2,3,1,23,3,infra & cloud,y,occasionnel,0,2,0,True,True
562,30,m,2097,marié(e),consulting,consultant,4,80,9,5,3,3,3,1,4,3,1,E_562,3,non,15 %,non,1,3,1,3,3,infra & cloud,y,aucun,1,4,0,True,True
564,29,m,11935,marié(e),consulting,directeur technique,1,80,10,10,2,2,2,3,3,3,3,E_564,3,non,18 %,non,0,2,1,3,4,transformation digitale,y,occasionnel,0,7,0,True,True
565,29,f,2546,marié(e),consulting,assistant de direction,5,80,6,2,2,3,2,1,2,2,4,E_565,3,non,16 %,oui,0,2,1,25,5,entrepreunariat,y,occasionnel,1,1,1,True,True
566,19,m,2564,célibataire,ressources humaines,ressources humaines,1,80,1,1,0,1,2,1,4,3,4,E_566,3,non,12 %,oui,0,3,1,2,2,entrepreunariat,y,occasionnel,0,0,1,True,True
567,30,f,8412,marié(e),commercial,cadre commercial,0,80,10,9,8,3,3,3,1,3,3,E_567,3,non,11 %,non,0,3,1,22,4,autre,y,aucun,7,8,0,True,True
568,57,m,14118,divorcé(e),commercial,senior manager,3,80,32,1,0,1,2,4,4,3,2,E_568,3,non,12 %,non,1,3,1,29,3,marketing,y,occasionnel,0,0,0,True,True
569,50,m,17046,marié(e),consulting,senior manager,0,80,28,27,10,2,2,4,3,2,3,E_569,3,non,15 %,non,1,2,1,29,4,infra & cloud,y,occasionnel,15,7,0,True,True
571,30,f,2564,célibataire,consulting,consultant,0,80,12,11,7,3,3,1,4,3,2,E_571,3,non,14 %,non,0,2,1,2,3,transformation digitale,y,aucun,6,7,0,True,True
573,60,f,10266,marié(e),commercial,cadre commercial,4,80,22,18,13,3,2,3,1,4,4,E_573,3,non,19 %,non,0,5,1,28,3,marketing,y,frequent,13,11,0,True,True
574,47,f,5070,divorcé(e),consulting,tech lead,5,80,20,5,0,1,3,2,4,3,3,E_574,3,non,13 %,non,3,2,1,2,2,transformation digitale,y,occasionnel,0,4,0,True,True
575,46,m,17861,marié(e),consulting,directeur technique,6,80,26,3,2,1,3,4,3,3,1,E_575,3,non,13 %,non,0,2,1,2,3,infra & cloud,y,occasionnel,0,1,0,True,True
577,35,m,4230,célibataire,consulting,consultant,0,80,6,5,4,4,1,1,3,3,3,E_577,3,non,15 %,non,0,2,1,22,3,infra & cloud,y,occasionnel,4,3,0,True,True
578,54,f,3780,célibataire,consulting,consultant,7,80,19,1,0,3,3,2,3,3,3,E_578,3,non,11 %,non,0,3,1,8,4,infra & cloud,y,occasionnel,0,0,0,True,True
579,34,m,2768,divorcé(e),consulting,assistant de direction,3,80,14,7,3,4,2,1,3,3,3,E_579,3,non,12 %,non,1,3,1,2,4,infra & cloud,y,occasionnel,5,7,0,True,True
580,46,f,9071,marié(e),commercial,cadre commercial,2,80,15,3,2,3,2,3,4,3,3,E_580,3,oui,19 %,non,1,3,1,10,3,marketing,y,occasionnel,1,2,0,True,True
581,31,m,10648,divorcé(e),consulting,tech lead,1,80,13,13,8,3,3,3,2,4,4,E_581,4,non,25 %,non,1,6,1,9,1,infra & cloud,y,occasionnel,0,8,0,True,True
582,33,m,13610,marié(e),consulting,senior manager,7,80,15,7,6,2,3,3,3,4,4,E_582,3,oui,12 %,oui,0,2,1,15,1,transformation digitale,y,occasionnel,7,7,1,True,True
584,33,m,3408,divorcé(e),consulting,consultant,7,80,8,4,3,1,1,1,4,1,3,E_584,3,non,13 %,oui,3,2,1,10,1,transformation digitale,y,occasionnel,1,3,1,True,True
585,30,m,2983,célibataire,commercial,représentant commercial,0,80,4,3,2,4,3,1,2,1,3,E_585,3,non,14 %,non,0,3,1,7,1,marketing,y,occasionnel,1,2,0,True,True
586,35,m,7632,marié(e),consulting,manager,4,80,10,8,7,4,3,3,3,3,3,E_586,3,oui,12 %,non,0,2,1,16,3,infra & cloud,y,occasionnel,0,0,0,True,True
587,31,m,9824,marié(e),consulting,manager,3,80,12,1,0,1,3,3,3,1,3,E_587,3,non,12 %,oui,0,2,1,20,3,infra & cloud,y,frequent,0,0,1,True,True
590,34,f,9950,divorcé(e),ressources humaines,ressources humaines,9,80,11,3,2,2,3,3,1,3,3,E_590,3,oui,15 %,oui,3,2,1,23,3,ressources humaines,y,frequent,0,2,1,True,True
591,42,m,2093,marié(e),consulting,consultant,4,80,8,2,2,2,3,1,3,4,3,E_591,3,non,17 %,non,1,4,1,5,2,autre,y,frequent,2,0,0,True,True
592,36,m,9980,célibataire,commercial,cadre commercial,1,80,10,10,3,2,3,3,4,4,2,E_592,3,non,14 %,non,0,3,1,10,4,transformation digitale,y,aucun,9,7,0,True,True
593,22,m,3894,célibataire,consulting,consultant,5,80,4,2,2,3,2,1,3,3,3,E_593,3,non,16 %,oui,0,3,1,4,1,entrepreunariat,y,frequent,1,2,1,True,True
595,48,f,4051,marié(e),commercial,cadre commercial,2,80,14,9,7,2,3,2,4,1,3,E_595,3,non,14 %,non,1,2,1,2,5,marketing,y,occasionnel,6,7,0,True,True
597,55,f,16835,célibataire,commercial,senior manager,3,80,37,10,9,1,3,4,2,4,3,E_597,4,non,23 %,non,0,2,1,18,5,infra & cloud,y,occasionnel,7,7,0,True,True
599,41,m,6230,célibataire,commercial,cadre commercial,7,80,16,14,3,4,3,2,4,4,3,E_599,3,non,14 %,non,0,3,1,10,2,infra & cloud,y,aucun,1,10,0,True,True
600,35,m,4717,marié(e),commercial,cadre commercial,9,80,15,11,9,2,3,2,3,3,3,E_600,3,non,11 %,non,0,2,1,1,3,marketing,y,occasionnel,6,9,0,True,True
601,40,f,13237,célibataire,consulting,tech lead,7,80,22,20,6,2,3,4,3,3,3,E_601,3,non,15 %,non,0,3,1,6,3,infra & cloud,y,occasionnel,5,13,0,True,True
602,39,f,3755,marié(e),consulting,consultant,1,80,8,8,3,3,3,1,3,1,3,E_602,3,non,11 %,non,1,3,1,8,1,infra & cloud,y,frequent,0,7,0,True,True
604,31,m,6582,célibataire,commercial,cadre commercial,4,80,10,6,5,2,3,2,4,3,4,E_604,3,oui,13 %,non,0,2,1,2,1,infra & cloud,y,occasionnel,0,5,0,True,True
605,42,m,7406,marié(e),consulting,tech lead,1,80,10,10,9,4,3,3,1,4,2,E_605,4,oui,21 %,non,1,5,1,24,3,transformation digitale,y,occasionnel,5,8,0,True,True
606,45,m,4805,marié(e),commercial,cadre commercial,0,80,9,8,7,4,3,2,2,2,4,E_606,3,non,19 %,non,1,3,1,2,3,autre,y,occasionnel,3,7,0,True,True
608,26,f,2741,divorcé(e),ressources humaines,ressources humaines,0,80,8,7,7,2,3,1,3,2,2,E_608,3,oui,11 %,oui,1,2,1,17,4,infra & cloud,y,frequent,1,0,1,True,True
611,29,m,4262,divorcé(e),consulting,tech lead,4,80,8,3,2,4,3,2,4,2,4,E_611,3,non,12 %,non,2,2,1,19,3,entrepreunariat,y,occasionnel,1,2,0,True,True
612,33,f,16184,divorcé(e),consulting,directeur technique,4,80,10,6,1,1,4,4,3,3,3,E_612,3,non,19 %,non,1,2,1,1,5,transformation digitale,y,occasionnel,0,5,0,True,True
613,31,m,11557,divorcé(e),commercial,senior manager,9,80,10,5,4,3,2,3,4,3,2,E_613,4,non,21 %,non,1,3,1,7,3,infra & cloud,y,occasionnel,0,1,0,True,True
614,18,m,1878,célibataire,commercial,représentant commercial,1,80,0,0,0,2,3,1,2,4,3,E_614,3,oui,14 %,oui,0,3,1,5,3,marketing,y,frequent,0,0,1,True,True
615,40,m,10932,divorcé(e),commercial,cadre commercial,3,80,20,1,0,3,1,3,1,3,3,E_615,3,non,15 %,non,1,2,1,28,3,autre,y,aucun,0,1,0,True,True
616,41,f,6811,célibataire,consulting,manager,2,80,10,8,7,1,2,2,3,1,3,E_616,3,oui,17 %,non,0,3,1,2,4,autre,y,aucun,0,7,0,True,True
618,26,m,4306,divorcé(e),commercial,cadre commercial,5,80,8,0,0,1,3,2,3,1,3,E_618,3,non,12 %,non,2,5,1,29,2,transformation digitale,y,occasionnel,0,0,0,True,True
620,35,f,4859,célibataire,commercial,cadre commercial,1,80,5,5,4,1,3,2,3,4,3,E_620,3,non,16 %,non,0,3,1,1,3,transformation digitale,y,occasionnel,0,3,0,True,True
621,34,m,5337,célibataire,commercial,cadre commercial,1,80,10,10,7,4,4,2,4,4,3,E_621,3,non,12 %,non,0,3,1,21,4,infra & cloud,y,occasionnel,5,7,0,True,True
622,26,m,2340,célibataire,consulting,consultant,1,80,1,1,0,3,1,1,4,2,1,E_622,3,oui,18 %,oui,0,3,1,24,3,entrepreunariat,y,occasionnel,0,0,1,True,True
